Status,"Common
Code",Name,Description,"Level /
Category",Symbol,Conversion Factor
,F19,kilogram square millimetre,,1M,kg·mm²,10⁻⁶ kg m²
,F20,pound inch squared,,2,lb·in²,"2,926 397 x 10⁻⁴ kg x m²"
,F21,pound-force inch,,2,lbf·in,"1,129 85 × 10⁻¹ kg x m² x s⁻²"
,F22,pound-force foot per ampere,,2,lbf·ft/A,"1,355 82 kg x m² x s⁻² x A⁻¹"
,F23,gram per cubic decimetre,,1M,g/dm³,kg x m⁻³
,F24,kilogram per kilomol,,1M,kg/kmol,10⁻³ kg x mol⁻¹
,F25,gram per hertz,,1M,g/Hz,10⁻³ kg x s
,F26,gram per day,,1M,g/d,"1,157 41 × 10⁻⁸ kg x s⁻¹"
,F27,gram per hour,,1M,g/h,"2,777 78 × 10⁻⁷ kg x s⁻¹"
,F28,gram per minute,,1M,g/min,"1,666 67 × 10⁻⁵ kg x s⁻¹"
,F29,gram per second,,1M,g/s,10⁻³ kg x s⁻¹
,F30,kilogram per day,,1M,kg/d,"1,157 41 × 10⁻⁵ kg x s⁻¹"
,F31,kilogram per minute,,1M,kg/min,"1,666 67 × 10⁻² kg x s⁻¹"
,F32,milligram per day,,1M,mg/d,"1,157 41 × 10⁻¹¹ kg x s⁻¹"
,F33,milligram per minute,,1M,mg/min,"1,666 67 × 10⁻⁸ kg x s⁻¹"
,F34,milligram per second,,1M,mg/s,10⁻⁶ kg x s⁻¹
,F35,gram per day kelvin,,1M,g/(d·K),"1,157 41 × 10⁻⁸ kg x s⁻¹ x K⁻¹"
,F36,gram per hour kelvin,,1M,g/(h·K),"2,777 78 × 10⁻⁷ kg x s⁻¹ x K⁻¹"
,F37,gram per minute kelvin,,1M,g/(min·K),"1,666 67 × 10⁻⁵ kg x s⁻¹ x K⁻¹"
,F38,gram per second kelvin,,1M,g/(s·K),10⁻³ kg x s⁻¹ x K⁻¹
,F39,kilogram per day kelvin,,1M,kg/(d·K),"1,157 41 × 10⁻⁵ kg x s⁻¹ x K⁻¹"
,F40,kilogram per hour kelvin,,1M,kg/(h·K),"2,777 78 × 10⁻⁴ kg x s⁻¹ x K⁻¹"
,F41,kilogram per minute kelvin,,1M,kg/(min·K),"1,666 67 × 10⁻²kg x s⁻¹ x K⁻¹"
,F42,kilogram per second kelvin,,1M,kg/(s·K),kg x s⁻¹ x K⁻¹
,F43,milligram per day kelvin,,1M,mg/(d·K),"1,157 41 × 10⁻¹¹ kg x s⁻¹ x K⁻¹"
,F44,milligram per hour kelvin,,1M,mg/(h·K),"2,777 78 × 10⁻¹⁰ kg x s⁻¹ x K⁻¹"
,F45,milligram per minute kelvin,,1M,mg/(min·K),"1,666 67 × 10⁻⁸ kg x s⁻¹ x K⁻¹"
,F46,milligram per second kelvin,,1M,mg/(s·K),10⁻⁶ kg x s⁻¹ x K⁻¹
,F47,newton per millimetre,,1M,N/mm,10³ kg x s⁻²
,F48,pound-force per inch,,2,lbf/in,"1,751 27 × 10² kg x s⁻²"
,F49,rod [unit of distance],A unit of distance equal to 5.5 yards (16 feet 6 inches).,2,rd (US),"5,029 210 m"
,F50,micrometre per kelvin,,1M,µm/K,10⁻⁶ m x K⁻¹
,F51,centimetre per kelvin,,1M,cm/K,10⁻² m x K⁻¹
,F52,metre per kelvin,,1M,m/K,m x K⁻¹
,F53,millimetre per kelvin,,1M,mm/K,10⁻³ m x K⁻¹
,F54,milliohm per metre,,1M,mΩ/m,10⁻³ Ω/m
,F55,ohm per mile (statute mile),,2,Ω/mi,"6,213 71 × 10⁻⁴  Ω/m"
,F56,ohm per kilometre,,1M,Ω/km,10⁻³ Ω/m
,F57,milliampere per pound-force per square inch,,2,mA/(lbf/in²),"1,450 38 × 10⁻⁷ kg⁻¹ x m x s² x A"
,F58,reciprocal bar,,1M,1/bar,bar⁻¹
,F59,milliampere per bar,,1M,mA/bar,10⁻⁸ kg⁻¹ x m x s² x A
,F60,degree Celsius per bar,,1M,°C/bar,10⁻⁵ kg⁻¹ x m x s² x K
,F61,kelvin per bar,,1M,K/bar,10⁻⁵ kg⁻¹ x m x s² x K
,F62,gram per day bar,,1M,g/(d·bar),"1,157 41 × 10⁻¹³ m x s"
,F63,gram per hour bar,,1M,g/(h·bar),"2,777 78 × 10⁻¹² m x s"
,F64,gram per minute bar,,1M,g/(min·bar),"1,666 67 × 10⁻¹⁰ m x s"
,F65,gram per second bar,,1M,g/(s·bar),10⁻⁸ m x s
,F66,kilogram per day bar,,1M,kg/(d·bar),"1,157 41 × 10⁻¹⁰ m x s"
,F67,kilogram per hour bar,,1M,kg/(h·bar),"2,777 78 × 10⁻⁹ m x s"
,F68,kilogram per minute bar,,1M,kg/(min·bar),"1,666 67 × 10⁻⁷ m x s"
,F69,kilogram per second bar,,1M,kg/(s·bar),10⁻⁵ m x s
,F70,milligram per day bar,,1M,mg/(d·bar),"1,157 41 × 10⁻¹⁶ m x s"
,F71,milligram per hour bar,,1M,mg/(h·bar),"2,777 78 × 10⁻¹⁵ m x s"
,F72,milligram per minute bar,,1M,mg/(min·bar),"1,666 67 × 10⁻¹³ m x s"
,F73,milligram per second bar,,1M,mg/(s·bar),10⁻¹¹ m x s
,F74,gram per bar,,1M,g/bar,10⁻⁸ m x s²
,F75,milligram per bar,,1M,mg/bar,10⁻¹¹ m x s²
,F76,milliampere per millimetre,,1M,mA/mm,m⁻¹ x A
,F77,pascal second per kelvin,,1M,Pa.s/K,kg x m⁻¹ x s⁻¹ x K⁻¹
,F78,inch of water,,2,inH₂O,"2,490 89 × 10² kg x m⁻¹ x s⁻²"
,F79,inch of mercury,,2,inHg,"3,386 39 × 10³ kg x m⁻¹ x s⁻²"
,F80,water horse power,A unit of power defining the amount of power required to move a given volume of water against acceleration of gravity to a specified elevation (pressure head).,2,,"7,460 43 x 10² W"
,F81,bar per kelvin,,1M,bar/K,10⁵ kg x m⁻¹ x s⁻² x K⁻¹
,F82,hectopascal per kelvin,,1M,hPa/K,10² kg x m⁻¹ x s⁻² x K⁻¹
,F83,kilopascal per kelvin,,1M,kPa/K,10³ kg x m⁻¹ x s⁻² x K⁻¹
,F84,millibar per kelvin,,1M,mbar/K,10² kg x m⁻¹ x s⁻² x K⁻¹
,F85,megapascal per kelvin,,1M,MPa/K,10⁶ kg x m⁻¹ x s⁻² x K⁻¹
,F86,poise per kelvin,,2,P/K,10⁻¹ kg x m⁻¹ x s⁻¹ x K⁻¹
,F87,volt per litre minute,,1M,V/(l·min),"1,666 67 × 10¹ kg x m⁻¹ x s⁻⁴ x A⁻¹"
,F88,newton centimetre,,1M,N·cm,10⁻² kg x m² x s⁻²
,F89,newton metre per degree,,1M,Nm/°,"57,295 788 kg x m² x s⁻² x rad⁻¹"
X,F9,fibre per cubic centimetre of air,,3.9,,
,F90,newton metre per ampere,,1M,N·m/A,kg x m² x s⁻² x A⁻¹
,F91,bar litre per second,,1M,bar·l/s,10² kg x m² x s⁻³
,F92,bar cubic metre per second,,1M,bar·m³/s,10⁵ kg x m² x s⁻³
,F93,hectopascal litre per second,,1M,hPa·l/s,10⁻¹ kg x m² x s⁻³
,F94,hectopascal cubic metre per second,,1M,hPa·m³/s,10² kg x m² x s⁻³
,F95,millibar litre per second,,1M,mbar·l/s,10⁻¹ kg x m² x s⁻³
,F96,millibar cubic metre per second,,1M,mbar·m³/s,10² kg x m² x s⁻³
,F97,megapascal litre per second,,1M,MPa·l/s,10³ kg x m² x s⁻³
,F98,megapascal cubic metre per second,,1M,MPa·m³/s,10⁶ kg x m² x s⁻³
,F99,pascal litre per second,,1M,Pa·l/s,10⁻³ kg x m² x s⁻³
,FAH,degree Fahrenheit,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),2,°F,5/9 x K
,FAR,farad,,1,F,F
X,FB,field,,3.9,,
,FBM,fibre metre,A unit of length defining the number of metres of individual fibre.,3.1,,
,FC,thousand cubic foot,A unit of volume equal to one thousand cubic foot.,3.8,kft³,
X,FD,million particle per cubic foot,,3.9,,
X,FE,track foot,,3.5,,
,FF,hundred cubic metre,A unit of volume equal to one hundred cubic metres.,3.8,,
X,FG,transdermal patch,,3.9,,
,FH,micromole,,1S,µmol,10⁻⁶ mol
,FIT,failures in time,A unit of count defining the number of failures that can be expected over a specified time interval. Failure rates of semiconductor components are often specified as FIT (failures in time unit) where 1 FIT = 10⁻⁹ /h.,3.8,FIT,"2,777 78 × 10⁻¹³ s⁻¹"
,FL,flake ton,A unit of mass defining the number of tons of a flaked substance (flake: a small flattish fragment).,3.1,,
X,FM,million cubic foot,,3.8,Mft³,
,FOT,foot,,2,ft,"0,304 8 m"
,FP,pound per square foot,,2,lb/ft²,"4,882 428 kg/m²"
,FR,foot per minute,,2,ft/min,"5,08 x 10⁻³ m/s"
,FS,foot per second,,2,ft/s,"0,304 8 m/s"
,FTK,square foot,,2,ft²,"9,290 304 x 10⁻² m²"
,FTQ,cubic foot,,2,ft³,"2,831 685 x 10⁻² m³"
,G01,pascal cubic metre per second,,1M,Pa·m³/s,kg x m² x s⁻³
,G04,centimetre per bar,,1M,cm/bar,10⁻⁷ kg⁻¹ x m² x s²
,G05,metre per bar,,1M,m/bar,10⁻⁵ kg⁻¹ x m² x s²
,G06,millimetre per bar,,1M,mm/bar,10⁻⁸ kg⁻¹ x m² x s²
,G08,square inch per second,,2,in²/s,"6,451 6 × 10⁻⁴ m² x s⁻¹"
,G09,square metre per second kelvin,,1M,m²/(s·K),m² x s⁻¹ x K⁻¹
,G10,stokes per kelvin,,2,St/K,10⁻⁴ m² x s⁻¹ x K⁻¹
,G11,gram per cubic centimetre bar,,1M,g/(cm³·bar),10⁻² m⁻² x s²
,G12,gram per cubic decimetre bar,,1M,g/(dm³·bar),10⁻⁵ m⁻² x s²
,G13,gram per litre bar,,1M,g/(l·bar),10⁻⁵ m⁻² x s²
,G14,gram per cubic metre bar,,1M,g/(m³·bar),10⁻⁸ m⁻² x s²
,G15,gram per millilitre bar,,1M,g/(ml·bar),10⁻² m⁻² x s²
,G16,kilogram per cubic centimetre bar,,1M,kg/(cm³·bar),10¹ m⁻² x s²
,G17,kilogram per litre bar,,1M,kg/(l·bar),10⁻² m⁻² x s²
,G18,kilogram per cubic metre bar,,1M,kg/(m³·bar),10⁻⁵ m⁻² x s²
,G19,newton metre per kilogram,,1M,N·m/kg,m² x s⁻²
,G2,US gallon per minute,,2,gal (US) /min,"6,309 020 x 10⁻⁵ m³/s"
,G20,pound-force foot per pound,,2,lbf·ft/lb,"2,989 07 m² x s⁻²"
,G21,cup [unit of volume],,2,cup (US),"2,365 882 x 10⁻⁴ m³"
,G23,peck,,2,pk (US),"8,809 768 x 10⁻³ m³"
,G24,tablespoon (US),,2,tablespoon (US),"1,478 676 x 10⁻⁵ m³"
,G25,teaspoon (US),,2,teaspoon (US),"4,928 922 x 10⁻⁶ m³"
,G26,stere,,1M,st,m³
,G27,cubic centimetre per kelvin,,1M,cm³/K,10⁻⁶ m³ x K⁻¹
,G28,litre per kelvin,,1M,l/K,10⁻³ m³ x K⁻¹
,G29,cubic metre per kelvin,,1M,m³/K,m³ x K⁻¹
,G3,Imperial gallon per minute,,2,gal (UK) /min,"7,576 82 x 10⁻⁵ m³/s"
,G30,millilitre per kelvin,,1M,ml/K,10⁻⁶ m³ x K⁻¹
,G31,kilogram per cubic centimetre,,1M,kg/cm³,10⁶ kg x m⁻³
,G32,ounce (avoirdupois) per cubic yard,,2,oz/yd³,"3,707 98 × 10⁻² kg x m⁻³"
,G33,gram per cubic centimetre kelvin,,1M,g/(cm³·K),10³ kg x m⁻³ x K⁻¹
,G34,gram per cubic decimetre kelvin,,1M,g/(dm³·K),kg x m⁻³ x K⁻¹
,G35,gram per litre kelvin,,1M,g/(l·K),kg x m⁻³ x K⁻¹
,G36,gram per cubic metre kelvin,,1M,g/(m³·K),10⁻³ kg x m⁻³ x K⁻¹
,G37,gram per millilitre kelvin,,1M,g/(ml·K),10³ kg x m⁻³ x K⁻¹
,G38,kilogram per cubic centimetre kelvin,,1M,kg/(cm³·K),10⁶ kg x m⁻³ x K⁻¹
,G39,kilogram per litre kelvin,,1M,kg/(l·K),10³ kg x m⁻³ x K⁻¹
,G40,kilogram per cubic metre kelvin,,1M,kg/(m³·K),kg x m⁻³ x K⁻¹
,G41,square metre per second bar,,1M,m²/(s·bar),10⁻⁵ kg⁻¹ x m³ x s
,G42,microsiemens per centimetre,,1M,µS/cm,10⁻⁴ S/m
,G43,microsiemens per metre,,1M,µS/m,10⁻⁶ S/m
,G44,nanosiemens per centimetre,,1M,nS/cm,10⁻⁷ S/m
,G45,nanosiemens per metre,,1M,nS/m,10⁻⁹ S/m
,G46,stokes per bar,,2,St/bar,10⁻⁹ kg⁻¹ x m³ x s
,G47,cubic centimetre per day,,1M,cm³/d,"1,157 41 × 10⁻¹¹ m³ x s⁻¹"
,G48,cubic centimetre per hour,,1M,cm³/h,"2,777 78 × 10⁻¹⁰ m³ x s⁻¹"
,G49,cubic centimetre per minute,,1M,cm³/min,"1,666 67 × 10⁻⁸ m³ x s⁻¹"
,G50,gallon (US) per hour,,2,gal/h,"1,051 5 × 10⁻⁶ m³ x s⁻¹"
,G51,litre per second,,1M,l/s,10⁻³ m³ x s⁻¹
,G52,cubic metre per day,,1M,m³/d,"1,157 41 × 10⁻⁵ m³ x s⁻¹"
,G53,cubic metre per minute,,1M,m³/min,"1,666 67 × 10⁻² m³ x s⁻¹"
,G54,millilitre per day,,1M,ml/d,"1,157 41 × 10⁻¹¹ m³ x s⁻¹"
,G55,millilitre per hour,,1M,ml/h,"2,777 78 × 10⁻¹⁰ m³ x s⁻¹"
,G56,cubic inch per hour,,2,in³/h,"4,551 96 × 10⁻⁹ m³ x s⁻¹"
,G57,cubic inch per minute,,2,in³/min,"2,731 18 × 10⁻⁷ m³ x s⁻¹"
,G58,cubic inch per second,,2,in³/s,"1,638 71 × 10⁻⁵ m³ x s⁻¹"
,G59,milliampere per litre minute,,1M,mA/(l·min),"1,666 67 × 10⁻² m⁻³ x s⁻¹ x A"
,G60,volt per bar,,1M,V/bar,10⁻⁵ m³ x s⁻¹ x A⁻¹
,G61,cubic centimetre per day kelvin,,1M,cm³/(d·K),"1,157 41 × 10⁻¹¹ m³ x s⁻¹ x K⁻¹"
,G62,cubic centimetre per hour kelvin,,1M,cm³/(h·K),"2,777 78 × 10⁻¹⁰ m³ x s⁻¹ x K⁻¹"
,G63,cubic centimetre per minute kelvin,,1M,cm³/(min·K),"1,666 67 × 10⁻⁸ m³ x s⁻¹ x K⁻¹"
,G64,cubic centimetre per second kelvin,,1M,cm³/(s·K),10⁻⁶ m³ x s⁻¹ x K⁻¹
,G65,litre per day kelvin,,1M,l/(d·K),"1,157 41 × 10⁻⁸ m³ x s⁻¹ x K⁻¹"
,G66,litre per hour kelvin,,1M,l/(h·K),"2,777 78 × 10⁻⁷ m³ x s⁻¹ x K⁻¹"
,G67,litre per minute kelvin,,1M,l/(min·K),"1,666 67 × 10⁻⁵ m³ x s⁻¹ x K⁻¹"
,G68,litre per second kelvin,,1M,l/(s·K),10⁻³ m³ x s⁻¹ x K⁻¹
,G69,cubic metre per day kelvin,,1M,m³/(d·K),"1,157 41 × 10⁻⁵ m³ x s⁻¹ x K⁻¹"
X,G7,microfiche sheet,,3.9,,
,G70,cubic metre per hour kelvin,,1M,m³/(h·K),"2,777 78 × 10⁻⁴ m³ x s⁻¹ x K⁻¹"
,G71,cubic metre per minute kelvin,,1M,m³/(min·K),"1,666 67 × 10⁻² m³ x s⁻¹ x K⁻¹"
,G72,cubic metre per second kelvin,,1M,m³/(s·K),m³ x s⁻¹ x K⁻¹
,G73,millilitre per day kelvin,,1M,ml/(d·K),"1,157 41 × 10⁻¹¹ m³ x s⁻¹ x K⁻¹"
,G74,millilitre per hour kelvin,,1M,ml/(h·K),"2,777 78 × 10⁻¹⁰ m³ x s⁻¹ x K⁻¹"
,G75,millilitre per minute kelvin,,1M,ml/(min·K),"1,666 67 × 10⁻⁸ m³ x s⁻¹ x K⁻¹"
,G76,millilitre per second kelvin,,1M,ml/(s·K),10⁻⁶ m³ x s⁻¹ x K⁻¹
,G77,millimetre to the fourth power,,1M,mm⁴,10⁻¹² m⁴
,G78,cubic centimetre per day bar,,1M,cm³/(d·bar),"1,157 41 × 10⁻¹⁶ kg⁻¹ x m⁴ x s"
,G79,cubic centimetre per hour bar,,1M,cm³/(h·bar),"2,777 78 × 10⁻¹⁵ kg⁻¹ x m⁴ x s"
,G80,cubic centimetre per minute bar,,1M,cm³/(min·bar),"1,666 67 × 10⁻¹³ kg⁻¹ x m⁴ x s"
,G81,cubic centimetre per second bar,,1M,cm³/(s·bar),10⁻¹¹ kg⁻¹ x m⁴ x s
,G82,litre per day bar,,1M,l/(d·bar),"1,157 41 × 10⁻¹³ kg⁻¹ x m⁴ x s"
,G83,litre per hour bar,,1M,l/(h·bar),"2,777 78 × 10⁻¹² kg⁻¹ x m⁴ x s"
,G84,litre per minute bar,,1M,l/(min·bar),"1,666 67 × 10⁻¹⁰ kg⁻¹ x m⁴ x s"
,G85,litre per second bar,,1M,l/(s·bar),10⁻⁸ kg⁻¹ x m⁴ x s
,G86,cubic metre per day bar,,1M,m³/(d·bar),"1,157 41 × 10⁻¹⁰ kg⁻¹ x m⁴ x s"
,G87,cubic metre per hour bar,,1M,m³/(h·bar),"2,777 78 × 10⁻⁹ kg⁻¹ x m⁴ x s"
,G88,cubic metre per minute bar,,1M,m³/(min·bar),"1,666 67 × 10⁻⁷ kg⁻¹ x m⁴ x s"
,G89,cubic metre per second bar,,1M,m³/(s·bar),10⁻⁵ kg⁻¹ x m⁴ x s
,G90,millilitre per day bar,,1M,ml/(d·bar),"1,157 41 x 10⁻¹⁶ x kg⁻¹ x m⁴ x s"
,G91,millilitre per hour bar,,1M,ml/(h·bar),"2,777 78 x 10⁻¹⁵ x kg⁻¹ x m⁴ x s"
,G92,millilitre per minute bar,,1M,ml/(min·bar),"1,666 67 × 10⁻¹³ x kg⁻¹ x m⁴ x s"
,G93,millilitre per second bar,,1M,ml/(s·bar),10⁻¹¹ kg⁻¹ x m⁴ x s
,G94,cubic centimetre per bar,,1M,cm³/bar,10⁻¹¹ kg⁻¹ x m⁴ x s²
,G95,litre per bar,,1M,l/bar,10⁻⁸ kg⁻¹ x m⁴ x s²
,G96,cubic metre per bar,,1M,m³/bar,10⁻⁵ kg⁻¹ x m⁴ x s²
,G97,millilitre per bar,,1M,ml/bar,10⁻¹¹ kg⁻¹ x m⁴ x s²
,G98,microhenry per kiloohm,,1M,µH/kΩ,10⁻⁹ s
,G99,microhenry per ohm,,1M,µH/Ω,10⁻⁶ s
,GB,gallon (US) per day,,3.5,gal (US)/d,"4,381 264 x 10⁻⁸ m³/s"
,GBQ,gigabecquerel,,1M,GBq,10⁹ Bq
X,GC,gram per 100 gram,,3.7,,
X,GD,gross barrel,,3.1,,
,GDW,"gram, dry weight","A unit of mass defining the number of grams of a product, disregarding the water content of the product.",3.1,,
,GE,pound per gallon (US),,2,lb/gal (US),"1,198 264 x 10² kg/m³"
,GF,gram per metre (gram per 100 centimetres),,1M,g/m,10⁻³ kg/m
,GFI,gram of fissile isotope,A unit of mass defining the number of grams of a fissile isotope (fissile isotope: an isotope whose nucleus is able to be split when irradiated with low energy neutrons).,3.1,gi F/S,
,GGR,great gross,A unit of count defining the number of units in multiples of 1728 (12 x 12 x 12).,3.7,,1728
X,GH,half gallon (US),,3.8,,
,GIA,gill (US),,3.5,gi (US),"1,182 941 x 10⁻⁴ m³"
,GIC,"gram, including container","A unit of mass defining the number of grams of a product, including its container.",3.1,,
,GII,gill (UK),,3.5,gi (UK),"1,420 653 x 10⁻⁴ m³"
,GIP,"gram, including inner packaging","A unit of mass defining the number of grams of a product, including its inner packaging materials.",3.1,,
,GJ,gram per millilitre,,1S,g/ml,10³ kg/m³
X,GK,gram per kilogram,,3.7,,
,GL,gram per litre,,1S,g/l,kg/m³
,GLD,dry gallon (US),,2,dry gal (US),"4,404 884 x 10⁻³ m³"
,GLI,gallon (UK),,2,gal (UK),"4,546 092 x 10⁻³ m³"
,GLL,gallon (US),,2,gal (US),"3,785 412 x 10⁻³ m³"
,GM,gram per square metre,,1M,g/m²,10⁻³ kg/m²
X,GN,gross gallon,,3.1,,
,GO,milligram per square metre,,1,mg/m²,10⁻⁶ kg/m²
,GP,milligram per cubic metre,,1M,mg/m³,10⁻⁶ kg/m³
,GQ,microgram per cubic metre,,1M,µg/m³,10⁻⁹ kg/m³
,GRM,gram,,1S,g,10⁻³ kg
,GRN,grain,,2,gr,"64,798 91 x 10⁻⁶ kg"
,GRO,gross,A unit of count defining the number of units in multiples of 144 (12 x 12).,3.7,gr,144
D,GRT,gross register ton,"A unit of mass equal to the total cubic footage before deductions, where 1 register ton is equal to 100 cubic feet. Refer International Convention on tonnage measurement of ships.",3.4,,
D,GT,gross ton,"A unit of mass equal to 2240 pounds. Refer International Convention on Tonnage measurement of Ships.
Synonym: ton (UK) or long ton (US) (common code LTN)","3.1
3.4",,
,GV,gigajoule,,1S,GJ,10⁹ J
X,GW,gallon per thousand cubic foot,,3.5,,
,GWH,gigawatt hour,,1S,GW·h,"3,6 x 10¹² J"
X,GY,gross yard,,3.1,,
X,GZ,gage system,,3.9,,
,H03,henry per kiloohm,,1M,H/kΩ,10⁻³ s
,H04,henry per ohm,,1M,H/Ω,s
,H05,millihenry per kiloohm,,1M,mH/kΩ,10⁻⁶ s
,H06,millihenry per ohm,,1M,mH/Ω,10⁻³ s
,H07,pascal second per bar,,1M,Pa·s/bar,10⁻⁵ s
,H08,microbecquerel,,1M,µBq,10⁻⁶ Bq
,H09,reciprocal year,,1M,1/y,"3,168 81 x 10⁻⁸ s⁻¹"
X,H1,half page – electronic,,3.9,,
,H10,reciprocal hour,,1M,1/h,"2,777 78 × 10⁻⁴ s⁻¹"
,H11,reciprocal month,,1M,1/mo,"3,802 57 × 10⁻⁷ s⁻¹"
,H12,degree Celsius per hour,,1M,°C/h,"2,777 78 x 10⁻⁴ s⁻¹ K"
,H13,degree Celsius per minute,,1M,°C/min,"1,666 67 x 10⁻² s⁻¹ K"
,H14,degree Celsius per second,,1M,°C/s,s⁻¹ K
,H15,square centimetre per gram,,1M,cm²/g,10⁻¹ kg⁻¹ x m²
,H16,square decametre,Synonym: are,1S,dam²,10² m²
,H18,square hectometre,Synonym: hectare,1S,hm²,10⁴ m²
,H19,cubic hectometre,,1S,hm³,10⁶ m³
X,H2,half litre,,3.8,,
,H20,cubic kilometre,,1S,km³,10⁹ m³
,H21,blank,A unit of count defining the number of blanks.,3.2,,
,H22,volt square inch per pound-force,,2,V/(lbf/in²),"1,450 377 439 8 × 10⁻⁴ m³ x s⁻¹ x A⁻¹"
,H23,volt per inch,,2,V/in,"3,937 007 874 × 10¹ m x kg x s⁻³ x A⁻¹"
,H24,volt per microsecond,,1S,V/µs,10⁶ V/s
,H25,percent per kelvin,"A unit of proportion, equal to 0.01, in relation to the SI base unit Kelvin.",3.7,%/K,10⁻² K⁻¹
,H26,ohm per metre,,1M,Ω/m,Ω/m
,H27,degree per metre,,2,°/m,"1,745 329 x 10⁻² rad/m"
,H28,microfarad per kilometre,,1S,µF/km,10⁻⁹ F/m
,H29,microgram per litre,,1M,µg/l,10⁻⁶ m⁻³ x kg
,H30,square micrometre (square micron),,1S,µm²,10⁻¹² m²
,H31,ampere per kilogram,,1,A/kg,A x kg⁻¹
,H32,ampere squared second,,1,A²·s,A² x s
,H33,farad per kilometre,,1S,F/km,10⁻³ F/m
,H34,hertz metre,,2,Hz·m,Hz x m
,H35,kelvin metre per watt,,1,K·m/W,K x m⁻¹ x kg⁻¹ x s³
,H36,megaohm per kilometre,,1M,MΩ/km,10³ Ω/m
,H37,megaohm per metre,,1M,MΩ/m,10⁶ Ω/m
,H38,megaampere,,1S,MA,10⁶ A
,H39,megahertz kilometre,,2,MHz·km,10⁹ Hz x m
,H40,newton per ampere,,1,N/A,kg x m x s⁻² x A⁻¹
,H41,"newton metre watt to the power minus 0,5",,2,N·m·W⁻⁰‧⁵,kg x m² x s⁻² x W⁻⁰‧⁵
,H42,pascal per metre,,1M,Pa/m,m⁻² kg x s⁻²
,H43,siemens per centimetre,,1S,S/cm,10² S/m
,H44,teraohm,,1S,TΩ,10¹² Ω
,H45,volt second per metre,,1,V·s/m,m x kg x s⁻² x A⁻¹
,H46,volt per second,,1S,V/s,m² x kg x s⁻⁴ x A⁻¹
,H47,watt per cubic metre,,1,W/m³,m⁻¹ x kg x s⁻³
,H48,attofarad,,1S,aF,10⁻¹⁸ m⁻² x kg⁻¹ x s⁴ x A²
,H49,centimetre per hour,,1M,cm/h,"0,277 777 778 × 10⁻⁶ m x s⁻¹"
,H50,reciprocal cubic centimetre,,1M,cm⁻³,10⁶ m⁻³
,H51,decibel per kilometre,,1,dB/km,10⁻⁴ B/m
,H52,decibel per metre,,1,dB/m,10⁻¹ B/m
,H53,kilogram per bar,,1M,kg/bar,10⁻⁵ m x s²
,H54,kilogram per cubic decimetre kelvin,,1M,(kg/dm³)/K,10³ m⁻³ x kg x K⁻¹
,H55,kilogram per cubic decimetre bar,,1M,(kg/dm³)/bar,10⁻² m⁻² x s²
,H56,kilogram per square metre second,,1,kg/(m²·s),kg m⁻² x s⁻¹
,H57,inch per two pi radiant,,2,in/revolution,"2,54 x 10⁻² m/(2 x π x rad)"
,H58,metre per volt second,,1,m/(V·s),m⁻¹ x kg⁻¹ x s² x A
,H59,square metre per newton,,1,m²/N,m x kg⁻¹ x s²
,H60,cubic metre per cubic metre,,1M,m³/m³,1
,H61,millisiemens per centimetre,,1S,mS/cm,10⁻¹ S/m
,H62,millivolt per minute,,1M,mV/min,"1,666 666 667 × 10⁻⁵ m² x kg x s⁻⁴ x A⁻¹"
,H63,milligram per square centimetre,,1S,mg/cm²,10⁻² m⁻² x kg
,H64,milligram per gram,,1S,mg/g,10⁻³ 1
,H65,millilitre per cubic metre,,1M,ml/m³,10⁻⁶ 1
,H66,millimetre per year,,2,mm/y,"3,15576 × 10⁴ m x s⁻¹"
,H67,millimetre per hour,,2,mm/h,"0,277 777 778 × 10⁻⁷ m x s⁻¹"
,H68,millimole per gram,,1M,mmol/g,mol x kg⁻¹
,H69,picopascal per kilometre,,1M,pPa/km,10⁻¹⁵ m⁻² x kg x s⁻²
,H70,picosecond,,1,ps,10⁻¹² s
,H71,percent per month,"A unit of proportion, equal to 0.01, in relation to a month.",3.7,%/mo,
,H72,percent per hectobar,"A unit of proportion, equal to 0.01, in relation to 100-fold of the unit bar.",3.7,%/hbar,
,H73,percent per decakelvin,"A unit of proportion, equal to 0.01, in relation to 10-fold of the SI base unit Kelvin.",3.7,%/daK,10⁻³ K⁻¹
,H74,watt per metre,,1M,W/m,W m⁻¹
,H75,decapascal,,1M,daPa,10¹ Pa
,H76,gram per millimetre,,1M,g/mm,10¹ kg x m⁻¹
,H77,module width,A unit of measure used to describe the breadth of electronic assemblies as an installation standard or mounting dimension.,3,MW,
D,H78,conventional centimetre of water,,2,cm H₂O,"9,806 65 × 10¹ Pa"
,H79,French gauge,"A unit of distance used for measuring the diameter of small tubes such as urological instruments and catheters.
Synonym: French, Charrière, Charrière gauge",2,Fg,"0,333 333 333 × 10⁻³ m"
,H80,rack unit,A unit of measure used to describe the height in rack units of equipment intended for mounting in a 19-inch rack or a 23-inch rack. One rack unit is 1.75 inches (44.45 mm) high.,3,U or RU,"4,445 × 10⁻² m"
,H81,millimetre per minute,,1M,mm/min,"1,666 666 667 × 10⁻⁵ m x s⁻¹"
,H82,big point,A unit of length defining the number of big points (big point: Adobe software(US) defines the big point to be exactly 1/72 inch (0.013 888 9 inch or 0.352 777 8 millimeters)),3.5,bp,"0,352 777 8 × 10⁻³ m"
