UNECECode,UnitId,DisplayName,Description
M21,5059121,"1/kVAh","reciprocal kilovolt - ampere reciprocal hour"
H34,4731700,"Hz·m","hertz metre"
H39,4731705,"MHz·km","megahertz kilometre"
C84,4405300,"rad/m","radian per metre"
JM,19021,"MJ/m³","megajoule per cubic metre"
B14,4337972,"J/m⁴","joule per metre to the fourth power"
B13,4337971,"J/m²","joule per square metre"
D1,17457,"s⁻¹/sr","reciprocal second per steradian"
D2,17458,"s⁻¹/(sr·m²)","reciprocal second per steradian metre squared"
C99,4405561,"s⁻¹/m²","reciprocal second per metre squared"
C93,4405555,"m⁻²","reciprocal square metre"
H47,4731959,"W/m³","watt per cubic metre"
H74,4732724,"W/m","watt per metre"
E43,4535347,"J/cm²","joule per square centimetre"
P37,5255991,"BtuIT/ft²","British thermal unit (international table) per square foot"
P38,5255992,"Btuth/ft²","British thermal unit (thermochemical) per square foot"
P39,5255993,"calth/cm²","calorie (thermochemical) per square centimetre"
P40,5256240,"Ly","langley"
D57,4470071,"W/sr","watt per steradian"
D58,4470072,"W/(sr·m²)","watt per steradian square metre"
D56,4470070,"W/(m²·K⁴)","watt per square metre kelvin to the fourth power"
D18,4469048,"m·K","metre kelvin"
CDL,4408396,"cd","candela"
P33,5255987,"kcd","kilocandela"
P34,5255988,"mcd","millicandela"
P35,5255989,"HK","Hefner-Kerze"
P36,5255990,"IK","international candle"
LUM,5002573,"lm","lumen"
B62,4339250,"lm·s","lumen second"
B59,4339001,"lm·h","lumen hour"
A24,4272692,"cd/m²","candela per square metre"
P28,5255736,"cd/in²","candela per square inch"
P29,5255737,"ftL","footlambert"
P30,5255984,"Lb","lambert"
P31,5255985,"sb","stilb"
P32,5255986,"cd/ft²","candela per square foot"
B60,4339248,"lm/m²","lumen per square metre"
LUX,5002584,"lx","lux"
KLX,4934744,"klx","kilolux"
P25,5255733,"lm/ft²","lumen per square foot"
P26,5255734,"ph","phot"
P27,5255735,"ftc","footcandle"
B64,4339252,"lx·s","lux second"
B63,4339251,"lx·h","lux hour"
B61,4339249,"lm/W","lumen per watt"
D22,4469298,"m²/mol","square metre per mole"
D9,17465,"dyn/cm²","dyne per square centimetre"
A60,4273712,"erg/cm³","erg per cubic centimetre"
C32,4404018,"mW/m²","milliwatt per square metre"
D85,4470837,"µW/m²","microwatt per square metre"
C76,4405046,"pW/m²","picowatt per square metre"
A64,4273716,"erg/(s·cm²)","erg per second square centimetre"
C67,4404791,"Pa· s/m","pascal second per metre"
A50,4273456,"dyn·s/cm³","dyne second per cubic centimetre"
C66,4404790,"Pa·s/m³","pascal second per cubic metre"
A52,4273458,"dyn·s/cm⁵","dyne second per centimetre to the fifth power"
M32,5059378,"Pa·s/l","pascal second per litre"
C58,4404536,"N·s/m","newton second per metre"
A51,4273457,"dyn·s/cm","dyne second per centimetre"
P43,5256243,"B/m","bel per metre"
H51,4732209,"dB/km","decibel per kilometre"
H52,4732210,"dB/m","decibel per metre"
P42,5256242,"Pa²·s","pascal squared second"
P41,5256241,"dec","decade (logarithmic)"
C34,4404020,"mol","mole"
B45,4338741,"kmol","kilomole"
C18,4403512,"mmol","millimole"
FH,17992,"µmol","micromole"
P44,5256244,"lbmol","pound mole"
C95,4405557,"mol⁻¹","reciprocal mole"
D74,4470580,"kg/mol","kilogram per mole"
A94,4274484,"g/mol","gram per mole"
A40,4273200,"m³/mol","cubic metre per mole"
A37,4272951,"dm³/mol","cubic decimetre per mole"
A36,4272950,"cm³/mol","cubic centimetre per mole"
B58,4339000,"l/mol","litre per mole"
B15,4337973,"J/mol","joule per mole"
B44,4338740,"kJ/mol","kilojoule per mole"
B16,4337974,"J/(mol·K)","joule per mole kelvin"
C86,4405302,"m⁻³","reciprocal cubic metre"
H50,4732208,"cm⁻³","reciprocal cubic centimetre"
L20,4993584,"1/mm³","reciprocal cubic millimetre"
K20,4928048,"1/ft³","reciprocal cubic foot"
K49,4928569,"1/in³","reciprocal cubic inch"
K63,4929075,"1/l","reciprocal litre"
M10,5058864,"1/yd³","reciprocal cubic yard"
C36,4404022,"mol/m³","mole per cubic metre"
C38,4404024,"mol/l","mole per litre"
C35,4404021,"mol/dm³","mole per cubic decimetre"
B46,4338742,"kmol/m³","kilomole per cubic metre"
E95,4536629,"mol/s","mole per second"
M33,5059379,"mmol/l","millimole per litre"
P51,5256497,"(mol/kg)/Pa","mol per kilogram pascal"
P52,5256498,"(mol/m³)/Pa","mol per cubic metre pascal"
K59,4928825,"(kmol/m³)/K","kilomole per cubic metre kelvin"
K60,4929072,"(kmol/m³)/bar","kilomole per cubic metre bar"
K93,4929843,"1/psi","reciprocal psi"
L24,4993588,"(mol/kg)/K","mole per kilogram kelvin"
L25,4993589,"(mol/kg)/bar","mole per kilogram bar"
L26,4993590,"(mol/l)/K","mole per litre kelvin"
L27,4993591,"(mol/l)/bar","mole per litre bar"
L28,4993592,"(mol/m³)/K","mole per cubic metre kelvin"
L29,4993593,"(mol/m³)/bar","mole per cubic metre bar"
C19,4403513,"mol/kg","mole per kilogram"
D93,4471091,"s/m³","second per cubic metre"
D87,4470839,"mmol/kg","millimole per kilogram"
H68,4732472,"mmol/g","millimole per gram"
P47,5256247,"kmol/kg","kilomole per kilogram"
P48,5256248,"lbmol/lb","pound mole per pound"
KAT,4931924,"kat","katal"
E94,4536628,"kmol/s","kilomole per second"
P45,5256245,"lbmol/s","pound mole per second"
P46,5256246,"lbmol/h","pound mole per minute"
D43,4469811,"u","unified atomic mass unit"
A27,4272695,"C·m²/V","coulomb metre squared per volt"
A32,4272946,"C/mol","coulomb per mole"
D12,4469042,"S·m²/mol","siemens square metre per mole"
K58,4928824,"kmol/h","kilomole per hour"
K61,4929073,"kmol/min","kilomole per minute"
L23,4993587,"mol/h","mole per hour"
L30,4993840,"mol/min","mole per minute"
C82,4405298,"rad·m²/mol","radian square metre per mole"
C83,4405299,"rad·m²/kg","radian square metre per kilogram"
P49,5256249,"N·m²/A","newton square metre per ampere"
P50,5256496,"Wb·m","weber metre"
Q30,5321520,"pH","pH (potential of Hydrogen)"
B18,4337976,"J·s","joule second"
A10,4272432,"A·m²/(J·s)","ampere square metre per joule second"
CUR,4412754,"Ci","curie"
MCU,5063509,"mCi","millicurie"
M5,19765,"µCi","microcurie"
2R,12882,"kCi","kilocurie"
BQL,4346188,"Bq","becquerel"
GBQ,4670033,"GBq","gigabecquerel"
2Q,12881,"kBq","kilobecquerel"
4N,13390,"MBq","megabecquerel"
H08,4730936,"µBq","microbecquerel"
A42,4273202,"Ci/kg","curie per kilogram"
A18,4272440,"Bq/kg","becquerel per kilogram"
B67,4339255,"MBq/kg","megabecquerel per kilogram"
B25,4338229,"kBq/kg","kilobecquerel per kilogram"
A19,4272441,"Bq/m³","becquerel per cubic metre"
A14,4272436,"b","barn"
D24,4469300,"m²/sr","square metre per steradian"
A17,4272439,"b/sr","barn per steradian"
D20,4469296,"m²/J","square metre per joule"
A15,4272437,"b/eV","barn per electronvolt"
D16,4469046,"cm²/erg","square centimetre per erg"
D25,4469301,"m²/(sr·J)","square metre per steradian joule"
A16,4272438,"b/(sr·eV)","barn per steradian electronvolt"
D17,4469047,"cm²/(sr·erg)","square centimetre per steradian erg"
B81,4339761,"m⁻²/s","reciprocal metre squared reciprocal second"
A65,4273717,"erg/(cm²·s)","erg per square centimetre second"
D21,4469297,"m²/kg","square metre per kilogram"
B12,4337970,"J/m","joule per metre"
A54,4273460,"eV/m","electronvolt per metre"
A58,4273464,"erg/cm","erg per centimetre"
D73,4470579,"J·m²","joule square metre"
A55,4273461,"eV·m²","electronvolt square metre"
A66,4273718,"erg·cm²","erg square centimetre"
B20,4338224,"J·m²/kg","joule square metre per kilogram"
A56,4273462,"eV·m²/kg","electronvolt square metre per kilogram"
A67,4273719,"erg·cm²/g","erg square centimetre per gram"
D26,4469302,"m²/(V·s)","square metre per volt second"
H58,4732216,"m/(V·s)","metre per volt second"
C87,4405303,"m⁻³/s","reciprocal cubic metre per second"
A95,4274485,"Gy","gray"
C13,4403507,"mGy","milligray"
C80,4405296,"rad","rad"
A61,4273713,"erg/g","erg per gram"
D13,4469043,"Sv","sievert"
C28,4403768,"mSv","millisievert"
D91,4471089,"rem","rem"
L31,4993841,"mrem","milliroentgen aequivalent men"
A96,4274486,"Gy/s","gray per second"
A62,4273714,"erg/g·s","erg per gram second"
CKG,4410183,"C/kg","coulomb per kilogram"
C8,17208,"mC/kg","millicoulomb per kilogram"
2C,12867,"R","roentgen"
2Y,12889,"mR","milliroentgen"
J53,4863283,"C·m²/kg","coulomb square metre per kilogram"
KR,19282,"kR","kiloroentgen"
A31,4272945,"C/(kg·s)","coulomb per kilogram second"
D6,17462,"R/s","roentgen per second"
P54,5256500,"mGy/s","milligray per second"
P55,5256501,"µGy/s","microgray per second"
P56,5256502,"nGy/s","nanogray per second"
P57,5256503,"Gy/min","gray per minute"
P58,5256504,"mGy/min","milligray per minute"
P59,5256505,"µGy/min","microgray per minute"
P60,5256752,"nGy/min","nanogray per minute"
P61,5256753,"Gy/h","gray per hour"
P62,5256754,"mGy/h","milligray per hour"
P63,5256755,"µGy/h","microgray per hour"
P64,5256756,"nGy/h","nanogray per hour"
P65,5256757,"Sv/s","sievert per second"
P66,5256758,"mSv/s","millisievert per second"
P67,5256759,"µSv/s","microsievert per second"
P68,5256760,"nSv/s","nanosievert per second"
P69,5256761,"rem/s","rem per second"
P70,5257008,"Sv/h","sievert per hour"
P71,5257009,"mSv/h","millisievert per hour"
P72,5257010,"µSv/h","microsievert per hour"
P73,5257011,"nSv/h","nanosievert per hour"
P74,5257012,"Sv/min","sievert per minute"
P75,5257013,"mSv/min","millisievert per minute"
P76,5257014,"µSv/min","microsievert per minute"
P77,5257015,"nSv/min","nanosievert per minute"
P78,5257016,"1/in²","reciprocal square inch"
P53,5256499,"unit pole","unit pole"
C85,4405301,"Å⁻¹","reciprocal angstrom"
D94,4471092,"s/(rad·m³)","second per cubic metre radian"
C90,4405552,"J⁻¹/m³","reciprocal joule per cubic metre"
C88,4405304,"eV⁻¹/m³","reciprocal electron volt per cubic metre"
A38,4272952,"m³/C","cubic metre per coulomb"
D48,4469816,"V/K","volt per kelvin"
D49,4469817,"mV/K","millivolt per kelvin"
A6,16694,"A/(m²·K²)","ampere per square metre kelvin squared"
33,13107,"kPa·m²/g","kilopascal square metre per gram"
P79,5257017,"Pa/(kg/m²)","pascal square metre per kilogram"
34,13108,"kPa/mm","kilopascal per millimetre"
H42,4731954,"Pa/m","pascal per metre"
H69,4732473,"pPa/km","picopascal per kilometre"
P80,5257264,"mPa/m","millipascal per metre"
P81,5257265,"kPa/m","kilopascal per metre"
P82,5257266,"hPa/m","hectopascal per metre"
P83,5257267,"Atm/m","standard atmosphere per metre"
P84,5257268,"at/m","technical atmosphere per metre"
P85,5257269,"Torr/m","torr per metre"
P86,5257270,"psi/in","psi per inch"
35,13109,"ml/(cm²·s)","millilitre per square centimetre second"
P87,5257271,"(m³/s)/m²","cubic metre per second square metre"
OPM,5197901,"o/min","oscillations per minute"
KNM,4935245,"KN/m2","kilonewton per square metre"
Q35,5321525,"MW/min","megawatts per minute"
38,13112,"oz/(ft²/cin)","ounce per square foot per 0,01inch"
59,13625,"ppm","part per million"
61,13873,"ppb","part per billion (US)"
66,13878,"Oe","oersted"
76,14134,"Gs","gauss"
78,14136,"kGs","kilogauss"
2G,12871,"V","volt AC"
2H,12872,"V","volt DC"
2P,12880,"kbyte","kilobyte"
4L,13388,"Mbyte","megabyte"
A43,4273203,"dwt","deadweight tonnage"
A47,4273207,"dtex (g/10km)","decitex"
A49,4273209,"den (g/9 km)","denier"
A99,4274489,"bit","bit"
AB,16706,"pk","bulk pack"
AD,16708,"byte","byte"
B1,16945,"barrel (US)/d","barrel (US) per day"
B10,4337968,"bit/s","bit per second"
B30,4338480,"Gibit","gibibit"
B65,4339253,"Mx","maxwell"
B68,4339256,"Gbit","gigabit"
B80,4339760,"Gbit/s","gigabit per second"
BFT,4343380,"fbm","board foot"
BPM,4345933,"BPM","beats per minute"
C21,4403761,"Kibit","kibibit"
C37,4404023,"kbit","kilobit"
C74,4405044,"kbit/s","kilobit per second"
C79,4405049,"kVAh","kilovolt ampere hour"
D03,4468787,"kW·h/h","kilowatt hour per hour"
D11,4469041,"Mibit","mebibit"
D34,4469556,"tex (g/km)","tex"
D36,4469558,"Mbit","megabit"
D78,4470584,"MJ/s","megajoule per second"
DZN,4479566,"DOZ","dozen"
E07,4534327,"MW·h/h","megawatt hour per hour"
E08,4534328,"MW/Hz","megawatt per hertz"
E10,4534576,"deg da","degree day"
E16,4534582,"BtuIT/h","million Btu(IT) per hour"
E17,4534583,"ft³/s","cubic foot per second"
E20,4534832,"Mbit/s","megabit per second"
E31,4535089,"m²/l","square metre per litre"
E32,4535090,"l/h","litre per hour"
E34,4535092,"Gbyte","gigabyte"
E35,4535093,"Tbyte","terabyte"
E36,4535094,"Pbyte","petabyte"
E39,4535097,"dpi","dots per inch"
E40,4535344,"ppht","part per hundred thousand"
E44,4535348,"kgf·m/cm²","kilogram-force metre per square centimetre"
E46,4535350,"kW·h/m³","kilowatt hour per cubic metre"
E47,4535351,"kW·h/K","kilowatt hour per kelvin"
E58,4535608,"Ebit/s","exabit per second"
E59,4535609,"Eibyte","exbibyte"
E60,4535856,"Pibyte","pebibyte"
E61,4535857,"Tibyte","tebibyte"
E62,4535858,"Gibyte","gibibyte"
E63,4535859,"Mibyte","mebibyte"
E64,4535860,"Kibyte","kibibyte"
E65,4535861,"Eibit/m","exbibit per metre"
E66,4535862,"Eibit/m²","exbibit per square metre"
E67,4535863,"Eibit/m³","exbibit per cubic metre"
E68,4535864,"Gbyte/s","gigabyte per second"
E69,4535865,"Gibit/m","gibibit per metre"
E70,4536112,"Gibit/m²","gibibit per square metre"
E71,4536113,"Gibit/m³","gibibit per cubic metre"
E72,4536114,"Kibit/m","kibibit per metre"
E73,4536115,"Kibit/m²","kibibit per square metre"
E74,4536116,"Kibit/m³","kibibit per cubic metre"
E75,4536117,"Mibit/m","mebibit per metre"
E76,4536118,"Mibit/m²","mebibit per square metre"
E77,4536119,"Mibit/m³","mebibit per cubic metre"
E78,4536120,"Pbit","petabit"
E79,4536121,"Pbit/s","petabit per second"
E80,4536368,"Pibit/m","pebibit per metre"
E81,4536369,"Pibit/m²","pebibit per square metre"
E82,4536370,"Pibit/m³","pebibit per cubic metre"
E83,4536371,"Tbit","terabit"
E84,4536372,"Tbit/s","terabit per second"
E85,4536373,"Tibit/m","tebibit per metre"
E86,4536374,"Tibit/m³","tebibit per cubic metre"
E87,4536375,"Tibit/m²","tebibit per square metre"
E88,4536376,"bit/m","bit per metre"
E89,4536377,"bit/m²","bit per square metre"
E90,4536624,"cm⁻¹","reciprocal centimetre"
E91,4536625,"d⁻¹","reciprocal day"
F01,4599857,"bit/m³","bit per cubic metre"
FC,17987,"kft³","thousand cubic foot"
FIT,4606292,"FIT","failures in time"
GB,18242,"gal (US)/d","gallon (US) per day"
GFI,4671049,"gi F/S","gram of fissile isotope"
GIA,4671809,"gi (US)","gill (US)"
GII,4671817,"gi (UK)","gill (UK)"
GRO,4674127,"gr","gross"
H25,4731445,"%/K","percent per kelvin"
H71,4732721,"%/mo","percent per month"
H72,4732722,"%/hbar","percent per hectobar"
H73,4732723,"%/daK","percent per decakelvin"
H77,4732727,"MW","module width"
H80,4732976,"U or RU","rack unit"
H82,4732978,"bp","big point"
H89,4732985,"%/Ω","percent per ohm"
H90,4733232,"%/°","percent per degree"
H91,4733233,"%/10000","percent per ten thousand"
H92,4733234,"%/100000","percent per one hundred thousand"
H93,4733235,"%/100","percent per hundred"
H94,4733236,"%/1000","percent per thousand"
H95,4733237,"%/V","percent per volt"
H96,4733238,"%/bar","percent per bar"
H98,4733240,"%/in","percent per inch"
H99,4733241,"%/m","percent per metre"
HMQ,4738385,"Mm³","million cubic metre"
J10,4862256,"%/mm","percent per millimetre"
J12,4862258,"‰/psi","per mille per psi"
J13,4862259,"°API","degree API"
J14,4862260,"°Bé","degree Baume (origin scale)"
J15,4862261,"°Bé (US heavy)","degree Baume (US heavy)"
J16,4862262,"°Bé (US light)","degree Baume (US light)"
J17,4862263,"°Balling","degree Balling"
J18,4862264,"°Bx","degree Brix"
J27,4862519,"°Oechsle","degree Oechsle"
J31,4862769,"°Tw","degree Twaddell"
J38,4862776,"Bd","baud"
J54,4863284,"MBd","megabaud"
K3,19251,"kvar·h","kilovolt ampere reactive hour"
K50,4928816,"kBd","kilobaud"
KCC,4932419,"kg C₅ H₁₄ClNO","kilogram of choline chloride"
KDW,4932695,"kg/net eda","kilogram drained net weight"
KHY,4933721,"kg H₂O₂","kilogram of hydrogen peroxide"
KMA,4934977,"kg met.am.","kilogram of methylamine"
KNI,4935241,"kg N","kilogram of nitrogen"
KPH,4935752,"kg KOH","kilogram of potassium hydroxide (caustic potash)"
KPO,4935759,"kg K₂O","kilogram of potassium oxide"
KSD,4936516,"kg 90 % sdt","kilogram of substance 90 % dry"
KSH,4936520,"kg NaOH","kilogram of sodium hydroxide (caustic soda)"
KUR,4937042,"kg U","kilogram of uranium"
KWO,4937551,"kg WO₃","kilogram of tungsten trioxide"
M19,5058873,"Bft","Beaufort"
M25,5059125,"%/°C","percent per degree Celsius"
M36,5059382,"mo (30 days)","30-day month"
M37,5059383,"y (360 days)","actual/360"
M9,19769,"MBTU/kft³","million Btu per 1000 cubic foot"
MAH,5062984,"Mvar·h","megavolt ampere reactive hour"
NIL,5130572,"()","nil"
NX,20056,"‰","part per thousand"
P1,20529,"% or pct","percent"
P88,5257272,"rhe","rhe"
P89,5257273,"lbf·ft/in","pound-force foot per inch"
P90,5257520,"lbf·in/in","pound-force inch per inch"
P91,5257521,"perm (0 ºC)","perm (0 ºC)"
P92,5257522,"perm (23 ºC)","perm (23 ºC)"
P93,5257523,"byte/s","byte per second"
P94,5257524,"kbyte/s","kilobyte per second"
P95,5257525,"Mbyte/s","megabyte per second"
P96,5257526,"1/V","reciprocal volt"
P97,5257527,"1/rad","reciprocal radian"
P98,5257528,"PaΣνB","pascal to the power sum of stoichiometric numbers"
P99,5257529,"(mol/m³)∑νB","mole per cubiv metre to the power sum of stoichiometric numbers"
PLA,5262401,"°P","degree Plato"
PQ,20561,"ppi","page per inch"
PTN,5264462,"PTN","portion"
Q10,5321008,"J/T","joule per tesla"
Q11,5321009,"E","erlang"
Q12,5321010,"o","octet"
Q13,5321011,"o/s","octet per second"
Q14,5321012,"Sh","shannon"
Q15,5321013,"Hart","hartley"
Q16,5321014,"nat","natural unit of information"
Q17,5321015,"Sh/s","shannon per second"
Q18,5321016,"Hart/s","hartley per second"
Q19,5321017,"nat/s","natural unit of information per second"
Q20,5321264,"s/kg","second per kilogramm"
Q21,5321265,"W·m²","watt square metre"
Q22,5321266,"1/(Hz·rad·m³)","second per radian cubic metre"
Q23,5321267,"1/Wb","weber to the power minus one"
Q24,5321268,"1/in","reciprocal inch"
Q25,5321269,"dpt","dioptre"
Q26,5321270,"1/1","one per one"
Q27,5321271,"N·m/m²","newton metre per metre"
Q28,5321272,"kg/(m²·Pa·s)","kilogram per square metre pascal second"
Q36,5321526,"m2/m3","square metre per cubic metre"
QR,20818,"qr","quire"
QTR,5330002,"Qr (UK)","quarter (UK)"
TAN,5521742,"TAN","total acid number"
TKM,5524301,"t·km","tonne kilometre"
TPI,5525577,"TPI","teeth per inch"
TQD,5525828,"km³/d","thousand cubic metre per day"
VA,22081,"V·A / kg","volt - ampere per kilogram"
WA,22337,"W/kg","watt per kilogram"
WSD,5722948,"std","standard"
